bamfile,mean_depth,sd_depth,mean_depth_nonzero,mean_depth_within2sd,median,proportion_of_reference_covered
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_01_EKDL210005548-1a-AK11381-AK16293_HHJKNDSX2_L4_depth.gz,1.35534642656994,2.07559914786316,2.12945204881611,1.24432217262981,1,0.636476612527319
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_03_EKDL210004790-1a-AK11475-AK16282_HHJYYDSX2_L3_depth.gz,1.57782690635,2.26822489579026,2.31786768687998,1.49347759240218,1,0.680723457719835
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_06_EKDL210004788-1a-AK11246-AK16274_HHJYYDSX2_L1_depth.gz,1.18836364914846,2.06653970600564,1.97421766816273,1.1152204721924,1,0.601941553007298
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_07_EKDL210004788-1a-AK11471-AK16271_HHJYYDSX2_L1_depth.gz,1.0047854134179,1.88700525011032,1.80808077920861,0.925478694621276,1,0.555719315736372
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_08_EKDL210005548-1a-AK7016-AK16255_HHJKNDSX2_L4_depth.gz,2.04089598188275,2.83545569255817,2.75118438995265,1.91039983798911,2,0.741824499054188
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_09_EKDL210004788-1a-AK11495-AK16238_HHJYYDSX2_L1_depth.gz,1.5284893521069,2.60527111314993,2.31125348540136,1.42474170091389,1,0.66132484461853
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_10_EKDL210004790-1a-AK11690-AK16231_HHJYYDSX2_L3_depth.gz,1.62161031205922,2.52652071023601,2.38926088748241,1.50243451685999,1,0.678707930370868
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_11_EKDL210004790-1a-AK11702-AK16286_HHJYYDSX2_L3_depth.gz,1.49567135122682,2.3495657822508,2.2395784418729,1.42524776433568,1,0.667836108467012
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_12_EKDL210005548-1a-AK11475-AK16282_HHJKNDSX2_L4_depth.gz,1.00399227012799,1.69038160772413,1.8105114199676,0.91979220455981,1,0.554535176666204
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_13_EKDL210004788-1a-AK11718-AK16243_HHJYYDSX2_L1_depth.gz,1.25636451325644,2.06718500708247,2.04534181732509,1.16777646008031,1,0.614256503541022
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_14_EKDL210004790-1a-AK11667-AK16287_HHJYYDSX2_L3_depth.gz,0.671364131488337,1.13447257047315,1.53397078412945,0.525610430224688,0,0.437664223096193
/home/projects/dp_00007/people/hmon/Shucking/07_depth/SYDK_15_EKDL210004789-1a-AK11656-AK574_HHJYYDSX2_L2_depth.gz,1.03229082907188,1.81702034974783,1.86538313241276,0.927951716419987,1,0.553393461715613
