bamfile,mean_depth,sd_depth,mean_depth_nonzero,mean_depth_within2sd,median,proportion_of_reference_covered
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_04_EKDL200012859-1a-AK11659-AK16242_HNLVYDSXY_L1_depth.gz,0.798548608438676,1.57436160398452,1.67334544406458,0.686976568573742,0,0.477216830076055
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_05_EKDL210005548-1a-AK11168-AK16259_HHJKNDSX2_L4_depth.gz,1.20717286264975,1.79530978929797,1.99120573835159,1.08280246004551,1,0.606252201567713
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_06_EKDL210005548-1a-AK2372-AK16292_HHJKNDSX2_L4_depth.gz,1.22945286046606,1.84588457059406,2.00399830468692,1.0996018200804,1,0.613499950369619
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_07_EKDL210004789-1a-AK11375-AK16261_HHJYYDSX2_L2_depth.gz,1.3803118852567,1.92066270180315,2.15423989269935,1.26903617058909,1,0.640741957260455
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_11_EKDL210004790-1a-AK717-5UDI1548_HHJYYDSX2_L3_depth.gz,1.22669948231304,1.84772163124764,2.01340212854505,1.08757202862146,1,0.609267003804882
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_12_EKDL210005548-1a-AK11464-AK16277_HHJKNDSX2_L4_depth.gz,1.44386963891192,1.86862573667928,2.1957848371473,1.32811930411186,1,0.657564263349053
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_13_EKDL210005548-1a-AK7415-AK16289_HHJKNDSX2_L4_depth.gz,1.30369594843865,1.82194331146299,2.07344066349258,1.14833953262643,1,0.62875970911195
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_16_EKDL210004789-1a-AK11475-AK16282_HHJYYDSX2_L2_depth.gz,1.44312524204583,2.39059201936429,2.26664741860892,1.32564540779704,1,0.636678307441228
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_18_EKDL210004788-1a-AK11584-AK16263_HHJYYDSX2_L1_depth.gz,0.951164239777103,1.5874445950343,1.77742159593946,0.875792424839134,1,0.535137100815102
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_19_EKDL210004790-1a-AK11416-AK16269_HHJYYDSX2_L3_depth.gz,1.71483746225269,2.36399572600017,2.45837797055677,1.59855283791408,1,0.697548335850075
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_20_EKDL210004790-1a-AK11653-AK16291_HHJYYDSX2_L3_depth.gz,1.28748960728219,1.8128665993969,2.06066207133828,1.13735391927974,1,0.624794149991859
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_21_EKDL210004788-1a-AK11195-AK16227_HHJYYDSX2_L1_depth.gz,1.19867369730065,1.76468915612198,1.97804126209011,1.07546105491492,1,0.605990239068171
/home/projects/dp_00007/people/hmon/Shucking/07_depth/KALV_23_EKDL210004789-1a-AK11726-AK16225_HHJYYDSX2_L2_depth.gz,1.40420438653057,2.34867005551335,2.17205708353007,1.32854990104582,1,0.646485949737722
