bamfile,mean_depth,sd_depth,mean_depth_nonzero,mean_depth_within2sd,median,proportion_of_reference_covered
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_01_EKDL200012859-1a-AK11177-AK16280_HNLVYDSXY_L1_depth.gz,1.29758157031071,2.38528004951176,2.10558862329018,1.21965318021604,1,0.616255975150204
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_04_EKDL210004790-1a-AK11608-AK2002_HHJYYDSX2_L3_depth.gz,1.48713200981791,2.26567418191076,2.24391106133996,1.39906515611313,1,0.662741066453003
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_05_EKDL210004789-1a-AK11416-AK16269_HHJYYDSX2_L2_depth.gz,1.12447280852547,1.82437929595897,1.94158418829072,0.998647833704371,1,0.579152228014058
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_06_EKDL210004789-1a-AK11572-AK16283_HHJYYDSX2_L2_depth.gz,1.52263411037966,2.34339336368012,2.29880826267942,1.41775054556723,1,0.662358029201189
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_07_EKDL210005548-1a-AK7685-AK16294_HHJKNDSX2_L4_depth.gz,1.56296820080488,2.27274452342723,2.31992588753419,1.4654636771376,1,0.673714711837772
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_08_EKDL210004789-1a-AK11401-AK7949_HHJYYDSX2_L2_depth.gz,1.49816530629095,2.0076917630959,2.28211860274812,1.3487899785496,1,0.656480037666344
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_12_EKDL210004788-1a-AK11608-AK2002_HHJYYDSX2_L1_depth.gz,2.25872632458261,3.27900486258609,2.99675769376485,2.12115518654051,2,0.753723375527546
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_13_EKDL200012859-1a-AK11246-AK16274_HNLVYDSXY_L1_depth.gz,1.18236126729314,1.77869691456753,1.99780378786974,1.03849937738808,1,0.591830526337183
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_14_EKDL210004788-1a-AK11387-AK16228_HHJYYDSX2_L1_depth.gz,1.39118392042929,2.07980911562562,2.18427543308457,1.26166016781935,1,0.636908651426136
/home/projects/dp_00007/people/hmon/Shucking/07_depth/BOVA_16_EKDL210005548-1a-AK11692-AK16230_HHJKNDSX2_L4_depth.gz,1.16504515368282,1.63100779911407,1.95441079743642,1.04739372913497,1,0.596110682161045
