bamfile,mean_depth,sd_depth,mean_depth_nonzero,mean_depth_within2sd,median,proportion_of_reference_covered
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_01_EKDL210004788-1a-AK11190-AK16270_HHJYYDSX2_L1_depth.gz,1.90154950521871,2.95924430723861,2.64232816748996,1.78655585782788,2,0.71964925803492
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_02_EKDL210004789-1a-AK11598-AK16273_HHJYYDSX2_L2_depth.gz,1.75060479659628,2.54093908029816,2.51058590205217,1.60079540290704,1,0.697289343959571
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_03_EKDL210004788-1a-AK11164-AK16239_HHJYYDSX2_L1_depth.gz,1.5340656863938,2.40156562180905,2.31750335346706,1.41292619243149,1,0.661947558392393
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_04_EKDL200012859-1a-AK11674-AK2690_HNLVYDSXY_L1_depth.gz,0.803522453333211,1.3921193515854,1.6349707535308,0.713093395250579,0,0.491459832904069
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_06_EKDL210004790-1a-AK11460-AK16272_HHJYYDSX2_L3_depth.gz,1.66196348011071,2.19276594031396,2.40191841907322,1.5566791719842,1,0.691931693813455
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_07_EKDL210004790-1a-AK11449-AK16245_HHJYYDSX2_L3_depth.gz,2.45524359396754,3.08475516463082,3.19503410161588,2.28246664768986,2,0.768456146595018
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_08_EKDL210004789-1a-AK11200-AK15590_HHJYYDSX2_L2_depth.gz,1.00405577170333,2.06333153323402,1.82356596773079,0.949347234861389,1,0.550600191860788
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_09_EKDL200012859-1a-AK11168-AK16259_HNLVYDSXY_L1_depth.gz,1.20210822480185,1.90516319983954,2.00188908262801,1.11247390101911,1,0.600486927689254
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_11_EKDL200012859-1a-AK11208-AK16233_HNLVYDSXY_L1_depth.gz,1.00854275253961,1.59050789043489,1.82997728369631,0.919827953376909,1,0.551123099464152
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_12_EKDL210005548-1a-AK11200-AK15590_HHJKNDSX2_L4_depth.gz,1.35811812250782,1.84574130795391,2.11756025950766,1.2599977883747,1,0.641359846271111
/home/projects/dp_00007/people/hmon/Shucking/07_depth/TOLL_15_EKDL210004790-1a-AK12629-AK16244_HHJYYDSX2_L3_depth.gz,1.47732933679497,3.85453603638111,2.30749570717787,1.42309468035719,1,0.64023058946513
